age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,two_year_recid,juv_fel_count,juv_misd_count,juv_other_count,c_days_from_compas,length_of_stay
60,M,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,0,0,0,1.0,21.0
23,F,African-American,Less than 25,High,Male,3,0.0,10,1,2,0,0,1.0,5.0
20,F,Other,Less than 25,Low,Female,1,-21.0,4,0,1,0,0,21.0,70.0
36,F,Hispanic,25 - 45,Low,Male,1,0.0,3,0,0,0,0,1.0,2282.0
30,F,Caucasian,25 - 45,Low,Male,0,0.0,4,0,0,0,0,1.0,44.0
21,F,African-American,Less than 25,Low,Male,1,-1.0,3,0,0,1,0,2.0,-6.0
22,M,Caucasian,Less than 25,Medium,Male,2,-1.0,6,1,0,0,0,1.0,20.0
21,F,African-American,Less than 25,High,Male,4,-1.0,9,1,0,0,0,0.0,5278.0
21,F,African-American,Less than 25,Medium,Male,0,-1.0,5,1,0,0,0,1.0,291.0
34,M,Caucasian,25 - 45,Low,Male,1,0.0,1,0,0,0,0,0.0,5.0
50,M,Caucasian,Greater than 45,Low,Female,1,-1.0,1,1,0,0,0,1.0,21.0
40,F,Caucasian,25 - 45,Medium,Male,0,-1.0,7,1,0,0,0,1.0,198.0
25,F,African-American,25 - 45,High,Male,7,-1.0,8,1,0,0,0,1.0,3052.0
53,M,Caucasian,Greater than 45,Low,Female,1,-1.0,1,0,0,0,0,1.0,20.0
24,F,African-American,Less than 25,Low,Female,0,-1.0,4,0,0,0,0,1.0,28.0
42,F,African-American,25 - 45,Low,Male,1,-12.0,1,0,0,0,0,13.0,101.0
28,M,African-American,25 - 45,Low,Male,1,-1.0,3,0,0,0,0,1.0,43.0
26,F,African-American,25 - 45,High,Male,6,-1.0,8,1,1,1,0,1.0,24.0
22,F,African-American,Less than 25,High,Male,4,-1.0,9,1,0,0,0,1.0,6244.0
21,M,Caucasian,Less than 25,Medium,Male,3,-8.0,7,0,0,0,0,8.0,141.0
37,F,African-American,25 - 45,High,Male,23,-1.0,9,1,0,0,0,1.0,414.0
35,F,African-American,25 - 45,Medium,Male,2,-1.0,5,0,0,0,0,1.0,125.0
53,F,African-American,Greater than 45,Low,Male,2,-1.0,1,0,0,0,0,1.0,17.0
29,F,African-American,25 - 45,Low,Male,7,-1.0,4,0,0,0,0,1.0,29.0
48,F,Caucasian,Greater than 45,High,Male,23,-1.0,8,1,1,0,0,1.0,8662.0
52,M,Caucasian,Greater than 45,Low,Female,0,0.0,1,0,0,0,0,1.0,4.0
27,F,African-American,25 - 45,High,Male,12,-1.0,8,1,0,0,0,1.0,766.0
28,F,African-American,25 - 45,High,Male,5,0.0,9,0,0,0,0,0.0,1229.0
33,M,Caucasian,25 - 45,Low,Male,3,0.0,3,0,0,0,0,1.0,6.0
28,F,Hispanic,25 - 45,Low,Female,0,-1.0,2,0,0,0,0,1.0,57.0
36,F,African-American,25 - 45,Medium,Male,14,-1.0,7,1,0,0,0,1.0,22.0
29,F,African-American,25 - 45,Medium,Male,2,-1.0,5,0,1,0,0,1.0,44.0
22,M,African-American,Less than 25,High,Male,0,0.0,9,1,0,0,1,0.0,511.0
25,F,Caucasian,25 - 45,Low,Male,0,0.0,2,0,0,0,0,1.0,4.0
56,F,African-American,Greater than 45,Low,Male,5,-1.0,3,0,0,0,0,1.0,289.0
27,F,African-American,25 - 45,High,Male,9,-1.0,8,1,0,0,0,1.0,1250.0
52,F,Caucasian,Greater than 45,Low,Male,4,-1.0,1,1,0,0,0,1.0,168.0
32,F,African-American,25 - 45,Low,Male,3,0.0,2,0,0,0,0,1.0,27.0
60,F,Other,Greater than 45,Low,Male,4,-1.0,1,0,0,0,0,1.0,27.0
23,M,Hispanic,Less than 25,Low,Male,1,-5.0,3,0,0,0,0,5.0,124.0
39,M,Caucasian,25 - 45,Medium,Female,0,-2.0,6,0,0,0,0,2.0,22.0
56,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,23.0
22,F,African-American,Less than 25,Medium,Female,0,0.0,7,0,0,0,0,1.0,6.0
53,F,African-American,Greater than 45,Medium,Male,11,-1.0,6,0,0,0,0,1.0,2640.0
25,M,Caucasian,25 - 45,Low,Male,0,0.0,2,1,0,0,0,0.0,4.0
21,M,Hispanic,Less than 25,Low,Male,0,0.0,3,0,0,0,0,0.0,4.0
22,F,Caucasian,Less than 25,Low,Male,0,-1.0,3,0,0,0,0,1.0,47.0
58,M,Caucasian,Greater than 45,Low,Female,2,-23.0,1,0,0,0,0,23.0,28.0
31,M,African-American,25 - 45,Low,Male,7,0.0,3,1,0,0,0,1.0,25.0
22,F,Caucasian,Less than 25,Medium,Male,1,-1.0,5,1,0,0,0,1.0,14.0
28,F,African-American,25 - 45,Medium,Male,8,-1.0,6,1,0,0,0,1.0,83.0
42,F,Other,25 - 45,Low,Male,1,-1.0,1,0,0,0,0,1.0,49.0
20,F,African-American,Less than 25,Medium,Male,0,0.0,7,1,0,0,0,0.0,21.0
29,M,Caucasian,25 - 45,Medium,Male,0,0.0,6,1,0,0,0,0.0,130.0
58,M,African-American,Greater than 45,Medium,Male,21,-1.0,7,1,0,0,0,2.0,1418.0
22,F,African-American,Less than 25,Medium,Male,3,-1.0,7,0,0,0,0,1.0,2547.0
48,M,Hispanic,Greater than 45,Low,Male,1,0.0,1,1,0,0,0,0.0,23.0
37,F,Caucasian,25 - 45,Low,Male,0,0.0,4,0,0,0,0,0.0,3.0
57,F,African-American,Greater than 45,Medium,Male,1,-1.0,5,1,0,0,0,1.0,618.0
27,M,Caucasian,25 - 45,Low,Male,3,-22.0,1,0,0,0,0,22.0,-1.0
26,F,African-American,25 - 45,Low,Male,3,0.0,4,0,0,0,0,0.0,793.0
24,F,Caucasian,Less than 25,High,Male,3,0.0,8,1,0,1,1,0.0,4.0
33,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,29.0
29,F,African-American,25 - 45,Medium,Male,2,-1.0,6,0,0,0,0,1.0,23.0
24,F,African-American,Less than 25,High,Female,3,-1.0,10,1,0,0,0,1.0,24.0
19,F,Caucasian,Less than 25,High,Male,1,-1.0,10,1,0,0,1,1.0,768.0
36,M,Caucasian,25 - 45,Low,Male,2,-1.0,1,0,0,0,0,1.0,23.0
24,F,Caucasian,Less than 25,Medium,Female,0,0.0,5,0,0,0,0,1.0,5.0
34,M,Caucasian,25 - 45,Low,Male,0,0.0,1,0,0,0,0,0.0,1.0
25,F,Hispanic,25 - 45,Medium,Male,2,-1.0,5,1,0,0,0,1.0,16.0
20,F,African-American,Less than 25,High,Male,1,-1.0,10,1,1,0,1,1.0,24.0
24,M,African-American,Less than 25,Low,Male,1,-1.0,2,1,0,0,0,1.0,47.0
61,F,Caucasian,Greater than 45,Low,Male,4,-1.0,1,0,0,0,0,1.0,42.0
50,F,African-American,Greater than 45,Low,Female,3,0.0,2,0,0,0,0,1.0,-4.0
30,M,African-American,25 - 45,Low,Male,1,0.0,1,0,0,0,0,1.0,107.0
38,F,African-American,25 - 45,Low,Male,5,-1.0,3,0,0,0,0,1.0,29.0
24,M,Caucasian,Less than 25,Low,Male,0,-1.0,1,0,0,0,0,1.0,15.0
46,F,African-American,Greater than 45,High,Female,2,-1.0,10,1,0,0,0,1.0,233.0
41,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,1,0,0,0,1.0,92.0
20,F,Other,Less than 25,High,Male,0,-1.0,8,1,0,0,1,1.0,533.0
27,M,African-American,25 - 45,High,Male,13,-1.0,8,1,0,0,0,1.0,27.0
26,M,African-American,25 - 45,Medium,Male,1,-1.0,6,1,0,0,0,1.0,313.0
29,F,African-American,25 - 45,Medium,Male,3,0.0,5,1,0,0,0,0.0,26.0
52,F,Caucasian,Greater than 45,Medium,Male,6,-1.0,5,1,0,0,0,1.0,43.0
28,F,Caucasian,25 - 45,Low,Male,1,0.0,4,1,0,0,0,1.0,96.0
55,F,African-American,Greater than 45,Low,Male,5,-1.0,3,1,0,0,0,1.0,2855.0
26,F,African-American,25 - 45,High,Male,10,-1.0,9,1,1,1,0,1.0,17.0
28,F,African-American,25 - 45,High,Male,5,-1.0,10,0,0,0,0,1.0,28.0
63,F,Caucasian,Greater than 45,Low,Male,2,-3.0,1,0,0,0,0,3.0,73.0
42,F,African-American,25 - 45,Low,Male,0,0.0,1,0,0,0,0,0.0,25.0
23,F,African-American,Less than 25,Medium,Male,6,-1.0,6,0,1,2,2,1.0,20.0
54,F,African-American,Greater than 45,High,Male,28,-1.0,9,1,0,0,0,1.0,138.0
35,F,African-American,25 - 45,Medium,Male,8,-1.0,7,1,0,0,1,1.0,245.0
24,F,African-American,Less than 25,High,Female,6,-1.0,9,1,1,0,0,1.0,625.0
54,M,African-American,Greater than 45,Low,Male,2,-26.0,1,0,0,0,0,26.0,19.0
58,M,African-American,Greater than 45,Medium,Male,12,-1.0,6,1,0,0,0,1.0,95.0
23,M,Caucasian,Less than 25,Medium,Male,1,0.0,5,1,0,0,1,1.0,6.0
35,M,African-American,25 - 45,Low,Male,1,-1.0,2,0,0,0,0,1.0,23.0
20,F,African-American,Less than 25,High,Male,1,0.0,10,1,0,0,0,0.0,49.0
51,F,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0,0,0,0.0,846.0
24,F,Hispanic,Less than 25,High,Male,0,0.0,10,0,0,0,0,1.0,24.0
37,F,Caucasian,25 - 45,Low,Male,3,-14.0,2,0,0,0,0,14.0,166.0
47,F,Caucasian,Greater than 45,Low,Male,3,-1.0,1,0,0,0,0,1.0,22.0
34,F,Caucasian,25 - 45,Medium,Male,4,-1.0,6,1,0,0,0,1.0,24.0
56,F,Caucasian,Greater than 45,Low,Male,0,-2.0,1,0,0,0,0,2.0,21.0
34,F,Hispanic,25 - 45,Low,Male,4,-1.0,1,1,0,0,0,1.0,762.0
59,F,Caucasian,Greater than 45,Low,Male,1,-2.0,1,1,0,0,0,3.0,8.0
35,F,Asian,25 - 45,Medium,Male,0,-1.0,6,0,0,0,0,1.0,2425.0
58,F,Hispanic,Greater than 45,Low,Male,1,-11.0,1,0,0,0,0,11.0,242.0
29,M,Hispanic,25 - 45,Low,Male,2,-26.0,4,0,0,0,0,26.0,22.0
24,F,Caucasian,Less than 25,High,Female,6,0.0,9,1,0,0,1,1.0,80.0
21,M,Caucasian,Less than 25,High,Male,2,-1.0,9,1,0,0,4,1.0,206.0
50,F,Asian,Greater than 45,Medium,Male,5,0.0,7,1,0,0,0,0.0,270.0
26,F,African-American,25 - 45,Low,Male,1,-1.0,2,0,0,0,0,1.0,29.0
30,M,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,0,0,0,1.0,24.0
29,M,Caucasian,25 - 45,Low,Male,0,0.0,4,1,0,0,0,1.0,24.0
54,M,African-American,Greater than 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,27.0
29,F,African-American,25 - 45,Low,Male,4,-1.0,4,1,0,0,0,1.0,197.0
59,M,Caucasian,Greater than 45,Low,Female,0,-2.0,1,0,0,0,0,2.0,22.0
38,F,African-American,25 - 45,Medium,Male,0,0.0,5,0,0,0,0,1.0,30.0
27,M,Caucasian,25 - 45,Low,Male,1,-1.0,3,1,0,0,0,1.0,26.0
26,F,Hispanic,25 - 45,Medium,Male,7,-1.0,5,1,0,0,0,1.0,25.0
52,F,Hispanic,Greater than 45,Low,Male,20,-1.0,3,0,0,0,0,1.0,669.0
66,F,African-American,Greater than 45,Medium,Male,33,0.0,6,1,0,0,0,1.0,327.0
27,F,Caucasian,25 - 45,Medium,Male,2,0.0,5,0,0,0,0,1.0,6.0
51,M,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,0,0,0,1.0,25.0
35,F,Caucasian,25 - 45,Low,Male,1,0.0,2,0,0,0,0,0.0,1776.0
52,M,Caucasian,Greater than 45,Low,Male,4,-1.0,3,0,0,0,0,1.0,22.0
48,F,Other,Greater than 45,Medium,Male,12,0.0,5,0,0,0,0,0.0,28.0
26,M,African-American,25 - 45,Low,Female,0,-1.0,2,0,0,0,0,1.0,30.0
48,M,Caucasian,Greater than 45,Low,Female,0,0.0,1,0,0,0,0,0.0,22.0
30,M,Hispanic,25 - 45,Low,Male,7,-1.0,4,0,0,0,0,1.0,906.0
28,M,Other,25 - 45,Low,Male,2,-1.0,1,0,0,0,0,1.0,46.0
33,M,African-American,25 - 45,Low,Male,2,0.0,3,0,0,0,0,0.0,9.0
34,F,African-American,25 - 45,Low,Female,6,-1.0,4,0,0,0,0,1.0,1249.0
25,M,Other,25 - 45,Low,Male,0,0.0,1,0,0,0,0,0.0,-2.0
59,F,African-American,Greater than 45,Medium,Male,10,-1.0,7,1,0,0,0,1.0,3051.0
29,F,African-American,25 - 45,Medium,Male,5,-1.0,5,1,0,0,0,1.0,52.0
24,F,Caucasian,Less than 25,Low,Male,0,0.0,2,0,0,0,0,0.0,29.0
48,F,Caucasian,Greater than 45,Medium,Male,1,-1.0,7,1,0,0,0,1.0,3096.0
52,M,African-American,Greater than 45,Medium,Male,4,0.0,5,0,0,0,0,0.0,24.0
20,F,African-American,Less than 25,Low,Male,0,0.0,4,1,0,0,0,1.0,7.0
25,F,Caucasian,25 - 45,Low,Male,4,-5.0,4,1,0,0,0,6.0,128.0
24,F,Caucasian,Less than 25,Low,Male,0,-1.0,2,0,0,0,0,1.0,360.0
23,M,Caucasian,Less than 25,High,Male,0,-1.0,9,0,0,0,0,1.0,29.0
27,F,Caucasian,25 - 45,Low,Male,6,-1.0,4,0,0,1,3,1.0,30.0
25,M,African-American,25 - 45,Low,Male,1,-1.0,3,1,0,1,0,2.0,19.0
31,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,0.0
25,F,African-American,25 - 45,Low,Male,6,-1.0,4,1,0,1,0,2.0,103.0
32,F,Caucasian,25 - 45,Low,Male,1,-7.0,1,1,0,0,0,7.0,15.0
21,F,Caucasian,Less than 25,Low,Male,0,-1.0,3,1,0,0,0,2.0,-10.0
37,F,Other,25 - 45,Low,Male,1,-1.0,1,0,0,0,0,1.0,121.0
25,F,Caucasian,25 - 45,Low,Male,0,0.0,3,0,0,0,0,1.0,0.0
32,F,Hispanic,25 - 45,High,Male,20,0.0,10,0,1,1,0,0.0,22.0
35,F,African-American,25 - 45,Medium,Male,0,-1.0,7,0,0,0,0,1.0,49.0
42,F,African-American,25 - 45,Medium,Male,14,-1.0,7,1,0,0,0,1.0,41.0
24,M,Caucasian,Less than 25,High,Male,9,-23.0,10,1,0,0,1,23.0,242.0
21,F,Hispanic,Less than 25,Medium,Male,0,-1.0,6,1,0,0,0,1.0,23.0
47,M,Caucasian,Greater than 45,Low,Male,1,0.0,1,0,0,0,0,1.0,5.0
27,F,African-American,25 - 45,High,Male,5,-1.0,9,1,0,0,0,1.0,29.0
43,M,Hispanic,25 - 45,Low,Male,2,-12.0,1,1,0,0,0,12.0,100.0
46,F,Caucasian,Greater than 45,Medium,Male,2,-1.0,6,1,0,0,0,1.0,22.0
44,M,African-American,25 - 45,Low,Male,1,0.0,3,0,0,0,0,0.0,1.0
23,F,Caucasian,Less than 25,Low,Male,2,-1.0,2,0,0,0,0,1.0,21.0
42,F,African-American,25 - 45,Medium,Male,8,-1.0,5,0,0,0,0,1.0,42.0
58,F,African-American,Greater than 45,Medium,Male,6,-1.0,6,0,0,0,0,1.0,3457.0
26,F,African-American,25 - 45,Medium,Male,3,-1.0,6,0,0,0,1,1.0,43.0
48,F,Other,Greater than 45,Low,Female,0,-1.0,1,0,0,0,0,1.0,409.0
39,F,African-American,25 - 45,Low,Male,3,-1.0,3,1,0,0,0,1.0,72.0
21,F,African-American,Less than 25,Medium,Male,3,0.0,5,1,0,2,0,1.0,-6.0
63,M,Caucasian,Greater than 45,Low,Male,1,-9.0,1,0,0,0,0,9.0,137.0
22,F,African-American,Less than 25,Medium,Male,3,-11.0,7,1,0,1,0,11.0,190.0
50,M,African-American,Greater than 45,Low,Male,3,-1.0,3,0,0,0,0,1.0,21.0
38,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,239.0
41,F,Caucasian,25 - 45,Medium,Male,1,-6.0,6,0,0,0,0,7.0,151.0
28,F,African-American,25 - 45,High,Male,16,-1.0,8,1,8,0,1,1.0,27.0
30,M,African-American,25 - 45,Low,Female,0,0.0,3,0,0,0,0,0.0,29.0
23,F,African-American,Less than 25,Medium,Male,1,0.0,5,0,0,0,0,1.0,5.0
25,F,Caucasian,25 - 45,Low,Male,2,-13.0,4,1,0,0,0,13.0,292.0
40,F,Caucasian,25 - 45,Low,Male,5,0.0,4,0,0,0,0,1.0,4.0
24,F,Hispanic,Less than 25,High,Male,8,0.0,8,0,0,0,0,0.0,-1.0
27,M,African-American,25 - 45,Low,Male,5,0.0,4,1,0,0,0,0.0,1539.0
44,M,Caucasian,25 - 45,Low,Male,11,0.0,3,0,0,0,0,0.0,4326.0
35,F,African-American,25 - 45,Low,Female,6,-1.0,2,1,0,0,0,1.0,30.0
42,M,Caucasian,25 - 45,Low,Male,0,0.0,1,0,0,0,0,0.0,5.0
38,F,African-American,25 - 45,Medium,Male,15,0.0,7,0,0,0,0,1.0,5.0
26,F,Hispanic,25 - 45,Medium,Male,4,0.0,6,0,0,0,0,1.0,-3.0
25,M,African-American,25 - 45,Low,Female,0,-1.0,3,0,0,0,0,1.0,23.0
64,F,Hispanic,Greater than 45,Low,Male,1,-8.0,1,0,0,0,0,9.0,181.0
49,M,Caucasian,Greater than 45,Low,Female,2,0.0,1,1,0,0,0,0.0,4.0
50,F,Caucasian,Greater than 45,Low,Male,5,-1.0,1,1,0,0,0,1.0,25.0
66,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,1,0,0,0,0.0,23.0
46,M,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,0,0,0,1.0,24.0
30,F,African-American,25 - 45,Medium,Male,5,-1.0,6,1,0,0,1,1.0,26.0
22,M,Caucasian,Less than 25,Low,Female,0,0.0,3,0,0,0,0,1.0,-4.0
23,M,Caucasian,Less than 25,Low,Male,1,-1.0,4,0,0,0,0,1.0,239.0
30,M,Other,25 - 45,Medium,Male,0,-1.0,6,1,0,0,0,1.0,24.0
31,M,Hispanic,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,2.0,13.0
31,F,Other,25 - 45,Low,Male,1,-1.0,2,0,0,0,0,1.0,20.0
25,M,African-American,25 - 45,Low,Male,0,-1.0,3,0,0,0,0,1.0,17.0
21,F,Caucasian,Less than 25,Medium,Female,0,-1.0,7,0,0,0,0,1.0,51.0
27,M,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,32.0
20,M,Hispanic,Less than 25,Low,Male,0,-1.0,2,1,0,0,0,1.0,25.0
32,F,Hispanic,25 - 45,Low,Male,1,-27.0,1,0,0,0,0,27.0,0.0
24,F,Caucasian,Less than 25,Medium,Female,0,0.0,5,0,0,0,1,0.0,20.0
20,F,African-American,Less than 25,Low,Male,1,-1.0,3,0,1,0,0,1.0,21.0
31,M,African-American,25 - 45,High,Male,3,-20.0,8,1,0,0,0,20.0,477.0
27,M,African-American,25 - 45,Medium,Male,3,-1.0,7,1,0,0,0,1.0,145.0
40,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,26.0
22,F,African-American,Less than 25,High,Male,11,0.0,10,1,0,0,0,1.0,0.0
38,F,African-American,25 - 45,Low,Female,1,-1.0,1,0,0,0,0,1.0,21.0
36,M,Hispanic,25 - 45,High,Male,1,-8.0,10,1,0,0,0,101.0,956.0
30,M,African-American,25 - 45,Medium,Male,1,0.0,7,0,0,0,0,0.0,22.0
27,F,Caucasian,25 - 45,Medium,Male,6,-1.0,6,1,0,0,0,1.0,824.0
59,M,Caucasian,Greater than 45,Low,Female,0,0.0,1,0,0,0,0,1.0,5.0
37,M,Caucasian,25 - 45,Low,Male,2,-2.0,1,0,0,0,0,2.0,24.0
28,M,African-American,25 - 45,Medium,Male,5,0.0,7,1,0,0,0,0.0,26.0
38,F,Caucasian,25 - 45,Low,Male,0,0.0,1,0,0,0,0,0.0,9.0
22,F,African-American,Less than 25,High,Male,0,-1.0,8,1,0,0,1,1.0,20.0
25,F,African-American,25 - 45,Medium,Male,4,-1.0,5,1,0,0,0,1.0,767.0
51,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0,0,0,1.0,0.0
29,M,Caucasian,25 - 45,Low,Male,2,29.0,2,1,0,0,0,57.0,607.0
28,F,African-American,25 - 45,Low,Male,10,0.0,3,0,0,0,0,0.0,3.0
55,M,African-American,Greater than 45,Low,Male,9,0.0,3,1,0,0,0,0.0,90.0
23,F,Caucasian,Less than 25,High,Female,3,-1.0,10,0,0,0,0,1.0,137.0
22,M,African-American,Less than 25,Medium,Female,0,-1.0,5,0,0,0,0,1.0,185.0
19,F,Caucasian,Less than 25,High,Female,2,-2.0,10,1,0,0,0,2.0,534.0
31,M,African-American,25 - 45,Low,Male,1,-27.0,1,0,0,0,0,28.0,-5.0
29,M,African-American,25 - 45,Low,Male,0,0.0,1,0,0,0,0,0.0,23.0
61,F,African-American,Greater than 45,Medium,Male,15,-1.0,6,1,0,0,0,1.0,28.0
31,M,Hispanic,25 - 45,Low,Male,0,0.0,2,0,0,0,0,0.0,3.0
20,F,African-American,Less than 25,High,Male,4,-1.0,9,1,0,1,1,1.0,50.0
26,F,Caucasian,25 - 45,Medium,Male,3,-1.0,7,1,0,0,0,1.0,25.0
27,M,Caucasian,25 - 45,High,Male,5,0.0,9,0,0,0,0,0.0,28.0
25,F,Caucasian,25 - 45,Medium,Male,1,-1.0,5,0,0,0,0,1.0,28.0
23,F,Caucasian,Less than 25,Medium,Male,3,-1.0,5,1,0,2,0,0.0,217.0
38,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,47.0
27,F,African-American,25 - 45,High,Male,18,0.0,9,1,0,2,1,1.0,5.0
35,F,Caucasian,25 - 45,Low,Female,0,0.0,3,1,0,0,0,0.0,-4.0
22,F,Other,Less than 25,High,Male,0,-1.0,9,0,0,0,0,1.0,385.0
58,F,African-American,Greater than 45,Low,Female,4,-14.0,2,1,0,0,0,14.0,24.0
57,M,Caucasian,Greater than 45,Low,Female,0,-1.0,4,1,0,0,0,2.0,45.0
21,F,African-American,Less than 25,Low,Male,0,-1.0,3,0,0,0,1,1.0,16.0
22,F,African-American,Less than 25,High,Female,0,-1.0,8,0,0,0,0,1.0,26.0
30,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,68.0
30,F,African-American,25 - 45,High,Male,8,-1.0,8,1,0,0,0,1.0,46.0
31,F,African-American,25 - 45,Medium,Female,10,-1.0,6,0,0,0,0,1.0,21.0
45,F,Caucasian,Greater than 45,Medium,Female,1,0.0,6,0,0,0,0,0.0,30.0
39,F,Caucasian,25 - 45,Low,Male,2,-13.0,2,1,0,0,0,13.0,119.0
31,F,African-American,25 - 45,High,Male,0,-1.0,8,1,0,0,0,1.0,39.0
22,F,African-American,Less than 25,Low,Male,1,-1.0,4,1,0,0,0,1.0,29.0
27,F,African-American,25 - 45,Medium,Male,13,-1.0,7,1,0,0,0,1.0,49.0
38,F,Caucasian,25 - 45,Low,Male,1,-1.0,1,1,0,0,0,1.0,18.0
31,F,African-American,25 - 45,High,Male,23,0.0,10,1,0,0,0,0.0,1323.0
47,F,African-American,Greater than 45,High,Male,20,-1.0,9,0,0,0,0,1.0,40.0
22,F,African-American,Less than 25,Medium,Male,3,-1.0,7,0,0,1,0,1.0,16.0
35,M,African-American,25 - 45,High,Male,1,-1.0,9,1,0,0,1,1159.0,1913.0
23,M,Hispanic,Less than 25,Medium,Male,2,-19.0,6,1,0,0,0,19.0,462.0
65,M,African-American,Greater than 45,Low,Male,2,-18.0,2,1,0,0,0,18.0,123.0
35,M,African-American,25 - 45,Low,Male,0,-1.0,4,0,0,0,0,1.0,27.0
33,F,African-American,25 - 45,Low,Female,0,-1.0,3,0,0,0,0,1.0,26.0
53,M,Caucasian,Greater than 45,Low,Male,1,-10.0,1,0,0,0,0,10.0,26.0
52,F,Hispanic,Greater than 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,38.0
21,F,African-American,Less than 25,Medium,Male,0,-1.0,5,0,0,0,0,1.0,21.0
37,F,African-American,25 - 45,Low,Male,11,-1.0,4,0,0,0,0,1.0,44.0
30,M,Other,25 - 45,High,Male,4,-1.0,9,1,0,0,0,1.0,21.0
54,F,Other,Greater than 45,Low,Male,0,0.0,1,0,0,0,0,1.0,-5.0
31,M,African-American,25 - 45,Low,Female,0,0.0,1,0,0,0,0,1.0,-1.0
59,F,Caucasian,Greater than 45,Low,Female,2,26.0,3,0,0,0,0,400.0,696.0
27,M,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,26.0
36,M,African-American,25 - 45,Medium,Male,0,-1.0,7,1,0,0,0,1.0,20.0
46,F,African-American,Greater than 45,High,Male,17,-1.0,9,1,0,0,0,1.0,148.0
22,F,African-American,Less than 25,High,Male,3,0.0,9,0,0,0,1,0.0,7754.0
28,M,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,0,0,0,1.0,22.0
34,F,Caucasian,25 - 45,High,Female,15,-4.0,9,1,0,0,1,5.0,78.0
29,F,Hispanic,25 - 45,High,Male,7,-2.0,9,1,0,0,0,2.0,15.0
23,M,African-American,Less than 25,High,Male,2,0.0,10,1,0,0,1,0.0,1923.0
27,F,African-American,25 - 45,Low,Male,3,-1.0,4,0,0,0,0,1.0,20.0
21,F,Asian,Less than 25,Medium,Male,0,-1.0,6,1,0,0,1,1.0,20.0
48,F,Caucasian,Greater than 45,Low,Male,3,-3.0,1,1,0,0,0,4.0,20.0
31,F,African-American,25 - 45,Medium,Male,5,-1.0,7,0,0,0,0,1.0,165.0
36,M,African-American,25 - 45,Medium,Male,4,-1.0,5,0,0,1,0,1.0,51.0
44,F,African-American,25 - 45,High,Male,14,-1.0,8,1,0,0,0,1.0,47.0
53,F,Caucasian,Greater than 45,Low,Male,2,-2.0,1,0,0,0,0,2.0,23.0
33,M,African-American,25 - 45,Low,Male,3,-1.0,2,1,0,0,0,1.0,46.0
47,F,Caucasian,Greater than 45,Medium,Male,2,0.0,5,1,0,0,0,0.0,48.0
57,F,African-American,Greater than 45,Medium,Male,20,0.0,7,1,0,0,0,0.0,797.0
28,M,African-American,25 - 45,Low,Male,2,-1.0,4,0,0,0,0,1.0,145.0
24,M,African-American,Less than 25,Medium,Male,1,-1.0,6,0,0,0,0,1.0,28.0
44,F,African-American,25 - 45,Low,Male,1,-1.0,1,0,0,0,0,1.0,24.0
46,F,African-American,Greater than 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,24.0
37,F,African-American,25 - 45,Low,Male,6,0.0,3,0,0,0,0,0.0,27.0
26,M,African-American,25 - 45,Medium,Male,10,-6.0,6,1,0,0,0,6.0,143.0
27,F,African-American,25 - 45,High,Male,10,0.0,8,1,0,1,0,0.0,5.0
40,F,Caucasian,25 - 45,Low,Male,1,-1.0,2,0,0,0,0,1.0,47.0
60,F,Caucasian,Greater than 45,Low,Female,9,0.0,3,1,0,0,0,0.0,9233.0
53,F,Caucasian,Greater than 45,Low,Male,1,-6.0,1,0,0,0,0,7.0,150.0
28,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,24.0
23,M,Hispanic,Less than 25,Low,Male,0,0.0,4,0,0,0,0,0.0,4.0
46,F,Caucasian,Greater than 45,High,Female,2,-1.0,8,0,0,0,0,1.0,477.0
23,F,African-American,Less than 25,Medium,Male,0,-1.0,5,1,0,0,0,1.0,25.0
50,F,African-American,Greater than 45,High,Male,18,-1.0,8,1,0,0,0,1.0,5974.0
